1,1,1,0,0,0,0,0,0,0,0,1732699465502
2,1,1,0,0,0,0,0,0,0,0,1732699465520
3,1,1,0,0,0,0,0,0,0,0,1732699465555
4,1,1,0,0,0,0,0,0,0,0,1732699465585
5,1,1,0,0,0,0,0,0,0,0,1732699465595
6,1,1,428.697,269.388,2.88385,3.04515,-12.0123,60.3691,538.747,1,1732699465612
7,1,1,431.961,263.389,2.88757,3.05736,-11.2019,61.6331,541.58,1,1732699465630
8,1,1,431.655,266.838,2.90335,3.08223,-11.3433,61.7032,538.293,1,1732699465646
9,1,1,428.288,274.037,2.905,3.078,-11.0488,62.049,538.232,1,1732699465662
10,1,1,427.975,275.99,2.89102,3.06587,-10.6154,61.7289,538.231,1,1732699465679
11,1,1,429.578,268.401,2.89919,3.08064,-12.4312,61.4987,538.335,1,1732699465696
12,1,1,434.062,244.799,2.92336,3.12915,-10.5178,62.442,538.089,1,1732699465712
13,1,1,0,0,0,0,0,0,0,0,1732699465729
14,1,1,462.501,267.62,2.91191,3.07343,-10.333,61.5586,538.001,1,1732699465745
15,1,1,463.992,259.638,2.92383,3.09546,-11.3507,61.241,538.929,1,1732699465763
16,1,1,462.903,261.062,2.92554,3.10957,-11.344,61.3625,539.642,1,1732699465779
17,1,1,463.138,263.471,2.91881,3.10196,-11.3813,61.6497,539.493,1,1732699465796
18,1,1,469.131,245.163,2.9317,3.13322,-9.93832,61.7767,539.424,1,1732699465811
19,1,1,0,0,0,0,0,0,0,0,1732699465828
20,1,1,460.378,269.594,2.91238,3.10016,-10.5121,62.7568,539.321,1,1732699465845
21,1,1,464.204,258.102,2.9187,3.13643,-11.6256,63.2762,537.12,1,1732699465863
22,1,1,464.952,258.783,2.907,3.13026,-11.571,62.8321,537.522,1,1732699465879
23,1,1,461.911,261.24,2.91682,3.11215,-11.548,62.4752,537.966,1,1732699465895
24,1,1,461.621,260.213,2.92497,3.11958,-11.5414,62.4428,538.146,1,1732699465912
25,1,1,462.677,260.179,2.91399,3.12326,-11.5136,62.5737,538.461,1,1732699465929
26,1,1,441.926,267.984,2.92714,3.13322,-11.5906,62.611,537.831,1,1732699465944
27,1,1,425.547,287.187,2.92397,3.12492,-11.6069,62.7785,538.991,1,1732699465963
28,1,1,404.887,312.218,2.94272,3.14185,-11.5079,62.8784,541.057,1,1732699465978
29,1,1,403.691,308.603,2.96481,3.14912,-11.4957,62.7014,541.279,1,1732699465995
30,1,1,399.161,311.238,2.96663,3.15952,-11.4823,62.558,541.369,1,1732699466011
31,1,1,399.259,312.485,2.94449,3.15317,-11.4652,62.351,541.585,1,1732699466039
32,1,1,401.029,313.202,2.93306,3.14192,-11.4352,62.0979,541.968,1,1732699466045
33,1,1,688.273,28.6261,2.91338,3.13779,-11.409,61.9242,542.137,1,1732699466063
34,1,1,686.967,28.5475,2.92059,3.13658,-11.4112,61.957,542.034,1,1732699466079
35,1,1,696.798,28.1282,2.93564,3.14713,-11.4078,62.2215,542.156,1,1732699466096
36,1,1,698.971,27.8821,2.93024,3.14835,-11.4133,62.433,542.27,1,1732699466112
37,1,1,698.883,28.246,2.93597,3.1532,-11.4188,62.5012,542.394,1,1732699466129
38,1,1,696.391,28.1425,2.94931,3.16566,-11.4429,62.5402,542.377,1,1732699466145
39,1,1,699.131,27.7179,2.95967,3.17322,-11.4646,62.6328,542.376,1,1732699466162
40,1,1,706.022,28.0623,2.94498,3.17471,-11.4933,62.6845,542.319,1,1732699466178
41,1,1,704.201,28.5479,2.94398,3.1684,-11.5189,62.6941,542.104,1,1732699466195
42,1,1,702.642,28.3046,2.95511,3.16867,-11.5181,62.8214,542.001,1,1732699466211
43,1,1,705.608,27.98,2.97229,3.16164,-11.5219,62.9825,541.772,1,1732699466229
44,1,1,706.967,27.9659,2.96408,3.14816,-11.5047,63.0215,541.702,1,1732699466245
45,1,1,705.827,28.1145,2.94888,3.15492,-11.49,62.9382,541.525,1,1732699466262
46,1,1,701.277,27.8515,2.95345,3.15076,-11.4344,62.8245,541.672,1,1732699466279
47,1,1,702.782,27.747,2.94807,3.15359,-11.399,62.5972,541.709,1,1732699466295
48,1,1,709.389,27.9802,2.94566,3.14714,-11.3689,62.3116,541.757,1,1732699466312
49,1,1,706.019,27.9922,2.95677,3.13356,-11.3297,61.983,541.653,1,1732699466329
50,1,1,700.025,27.8471,2.94447,3.13063,-11.3118,61.8614,541.374,1,1732699466345
51,1,1,699.958,28.0064,2.9287,3.13229,-11.2898,62.0507,541.37,1,1732699466363
52,1,1,699.577,28.159,2.91647,3.13228,-11.2664,62.2611,541.474,1,1732699466378
53,1,1,699.833,27.7484,2.92702,3.14122,-11.2421,62.2079,541.269,1,1732699466395
54,1,1,731.735,27.2497,2.92676,3.13322,-11.0721,62.1758,542.093,1,1732699466411
55,1,1,788.783,27.0993,2.92175,3.11682,-10.9494,62.21,540.649,1,1732699466429
56,1,1,937.903,26.4843,2.9278,3.10724,-10.921,62.5856,538.752,1,1732699466445
57,1,1,941.594,27.0869,2.91991,3.09601,-10.0428,62.4973,538.706,1,1732699466461
58,1,1,941.578,26.8269,2.90497,3.05585,-9.89876,63.1024,538.625,1,1732699466478
59,1,1,947.44,26.042,2.92053,3.0789,-10.9895,63.1565,538.109,1,1732699466496
60,1,1,943.146,25.7511,2.90474,3.0598,-10.9416,62.564,538.351,1,1732699466512
61,1,1,177.712,320.182,2.89951,3.04079,-10.8978,61.923,538.82,1,1732699466725
62,1,1,177.444,324.703,2.896,3.04692,-10.9016,61.6192,538.859,1,1732699466725
63,1,1,177.744,324.842,2.89619,3.04622,-10.895,61.622,539.044,1,1732699466725
64,1,1,177.571,323.412,2.89482,3.04166,-10.9035,61.7875,539.124,1,1732699466725
65,1,1,176.803,321.868,2.88136,3.04428,-10.933,62.2797,538.996,1,1732699466725
66,1,1,177.707,323.994,2.87935,3.03667,-10.9674,63.0048,538.806,1,1732699466725
67,1,1,177.981,324.504,2.88252,3.0425,-10.9932,63.7327,538.69,1,1732699466725
68,1,1,178.253,325.05,2.87086,3.03743,-10.3328,62.9626,538.748,1,1732699466725
69,1,1,178.123,325.461,2.87155,3.02725,-11.0083,63.3841,538.262,1,1732699466725
70,1,1,177.618,324.584,2.86902,3.02399,-10.9653,62.9349,538.538,1,1732699466725
